5437	5455	10
5437	5457	10
5437	5460	6
5437	5461	10
5437	5462	10
5437	5463	10
5437	5464	10
5437	5465	10
5437	5466	7
5437	5468	10
5437	5469	9
5437	5470	10
5437	5471	6
5437	5472	7
5437	5477	7
5437	5478	7
5437	5479	10
5437	5480	6
5437	5482	4
5437	5485	6
5437	5486	2
5437	5488	8
5437	5489	9
5437	5490	6
5437	5492	8
5437	5493	7
5437	5495	7
5437	5497	4
5437	5498	1
5437	5501	3
5437	5502	10
5437	5503	6
5437	5504	5
5437	5505	4
5437	5507	9
5437	5509	10
5437	5510	5
5437	5511	8
5437	5513	1
5437	5514	5
5437	5516	1
5437	5517	2
5437	5519	6
5437	5520	1
5437	5521	5
5437	5522	2
5437	5523	7
5437	5524	4
5437	5525	1
5437	5527	6
5438	5471	10
5438	5472	6
5438	5497	1
5438	5498	3
5438	5501	6
5438	5506	5
5438	5513	8
5438	5518	10
5439	5470	9
5439	5485	7
5441	5452	9
5441	5457	10
5442	5472	9
5442	5477	7
5442	5485	9
5444	5452	6
5445	5468	10
5445	5480	10
5445	5489	10
5445	5503	8
5447	5497	7
5447	5498	4
5447	5501	8
5447	5506	8
5447	5513	5
5447	5519	4
5447	5520	8
5448	5466	9
5448	5468	10
5448	5470	8
5448	5471	1
5448	5478	7
5448	5480	10
5448	5481	9
5448	5483	6
5448	5485	8
5448	5486	3
5448	5490	10
5448	5494	7
5448	5497	2
5448	5501	6
5448	5504	6
5448	5505	8
5448	5506	2
5448	5509	8
5449	5466	7
5449	5471	6
5449	5485	2
5449	5490	5
5449	5494	2
5449	5527	6
5450	5466	6
5450	5470	10
5450	5471	2
5450	5478	6
5450	5479	8
5450	5483	1
5450	5488	8
5450	5489	10
5451	5453	5
5451	5460	5
5451	5466	3
5451	5472	6
5451	5482	5
5451	5483	7
5451	5489	5
5451	5491	5
5451	5492	5
5451	5493	7
5451	5494	7
5451	5495	5
5437	5526	3
5437	5512	8
5437	5500	8
5442	5466	7
5442	5514	7
5437	5533	7
5437	5532	5
5437	5528	4
5437	5534	3
5437	5538	9
5437	5529	8
5441	5537	10
5441	5528	4
5441	5522	4
5441	5504	6
5441	5521	4
5441	5525	4
5441	5505	4
5441	5503	5
5441	5533	5
5441	5532	6
5441	5480	5
5441	5510	5
5441	5487	5
5441	5524	5
5441	5534	5
5441	5481	5
5441	5523	5
5441	5516	2
5437	5539	7
5440	5507	10
5437	5518	1
5437	5531	6
5437	5536	6
5437	5506	7
5438	5514	7
5438	5516	6
5438	5526	4
5438	5520	7
5441	5502	7
5437	5541	4
5437	5481	9
5445	5522	1
5445	5481	6
5445	5542	7
5445	5533	1
5445	5532	1
5442	5490	7
5437	5496	6
5441	5520	5
5437	5545	7
5437	5546	6
5442	5471	7
5442	5496	8
5442	5495	6
5442	5540	8
5442	5512	8
5442	5511	10
5442	5478	7
5442	5494	5
5442	5486	1
5451	5507	10
5451	5518	5
5451	5513	2
5451	5498	8
5451	5536	9
5451	5531	5
5451	5501	5
5451	5526	6
5451	5514	3
5451	5517	3
5451	5516	2
5448	5487	8
5437	5549	8
5437	5550	10
5437	5551	7
5437	5542	8
5437	5552	10
5437	5553	9
5442	5547	10
5442	5548	4
5437	5554	9
5437	5555	9
5445	5486	1
5445	5472	8
5445	5490	6
5445	5485	8
5445	5471	4
5445	5509	10
5445	5556	10
5445	5551	10
5445	5558	7
5445	5518	1
5445	5514	1
5445	5516	1
5445	5519	8
5445	5513	1
5445	5497	1
5445	5536	10
5445	5527	10
5445	5501	1
5445	5526	10
5445	5531	8
5445	5559	10
5442	5554	8
5442	5555	7
5437	5558	6
5437	5561	8
5450	5553	8
5450	5494	4
5450	5485	6
5450	5546	1
5450	5486	1
5450	5500	9
5450	5540	8
5450	5511	9
5450	5519	10
5450	5531	10
5450	5497	1
5450	5507	8
5450	5536	9
5442	5516	5
5437	5559	4
5437	5454	10
5451	5554	10
5451	5556	8
5451	5558	7
5448	5551	8
5437	5547	8
5437	5563	7
5437	5548	7
5437	5564	9
5437	5557	8
5437	5565	8
5438	5559	3
5438	5527	4
5438	5531	2
5442	5517	1
5437	5566	10
5442	5518	2
5442	5527	1
5442	5560	8
5442	5562	7
5442	5563	5
5437	5560	8
5442	5506	6
5442	5507	4
5437	5569	9
5437	5568	8
5437	5571	8
5445	5520	1
5445	5498	8
5445	5506	6
5445	5507	1
5445	5495	4
5445	5478	4
5445	5466	9
5445	5494	6
5445	5546	5
5445	5483	5
5445	5557	10
5442	5571	5
5442	5570	7
5442	5569	7
5442	5568	5
5442	5564	8
5449	5506	10
5449	5513	8
5449	5531	6
5449	5526	4
5445	5453	8
5437	5540	6
5437	5562	7
5437	5573	8
5437	5556	9
5437	5567	3
5437	5574	7
5445	5537	8
5437	5579	10
5437	5580	10
5437	5575	7
5450	5580	10
5450	5495	7
5450	5557	7
5450	5469	9
5450	5579	10
5450	5565	8
5437	5582	8
5438	5561	8
5438	5577	8
5438	5509	7
5437	5583	8
5437	5585	7
5437	5584	8
5438	5546	3
5438	5490	1
5438	5478	6
5438	5585	8
5438	5485	7
5438	5496	9
5438	5584	6
5438	5486	4
5438	5557	7
5445	5578	6
5437	5586	8
5445	5555	10
5445	5554	10
5449	5540	8
5449	5483	1
5449	5470	8
5449	5495	6
5449	5496	3
5449	5584	6
5449	5478	4
5448	5537	7
5448	5555	8
5448	5554	8
5445	5517	1
5443	5573	8
5443	5549	8
5443	5583	6
5443	5575	10
5443	5508	8
5442	5483	8
5449	5486	4
5449	5553	6
5449	5561	8
5449	5582	6
5442	5470	8
5439	5585	6
5439	5557	10
5439	5471	8
5437	5581	7
5437	5570	10
5449	5577	7
5449	5498	4
5449	5520	4
5449	5516	1
5449	5517	1
5449	5514	1
5449	5497	5
5449	5559	6
5449	5501	2
5449	5507	7
5449	5518	7
5449	5578	4
5449	5529	10
5438	5507	7
5442	5531	9
5442	5497	8
5448	5472	6
5448	5585	8
5448	5546	4
5437	5543	6
5438	5495	6
5451	5500	8
5451	5477	5
5442	5453	8
5442	5452	4
5451	5555	3
5441	5453	6
5437	5487	10
5450	5586	9
5450	5585	7
5450	5584	7
5450	5477	7
5437	5494	6
5450	5549	2
5438	5466	10
5438	5554	8
5438	5555	6
5442	5581	7
5439	5583	9
5439	5466	6
5439	5495	8
5439	5472	4
5439	5546	2
5439	5486	1
5439	5553	8
5439	5490	7
5439	5469	7
5439	5571	7
5439	5547	10
5439	5581	4
5439	5563	7
5439	5548	2
5439	5569	6
5439	5570	4
5439	5514	2
5439	5506	2
5439	5559	3
5439	5507	10
5439	5578	4
5439	5497	8
5439	5531	10
5439	5526	4
5439	5518	4
5439	5513	3
5439	5516	2
5439	5520	2
5439	5501	6
5439	5527	10
5439	5498	4
5439	5517	2
5439	5529	8
5439	5538	6
5439	5555	5
5439	5554	8
5439	5560	6
5439	5482	8
5439	5493	7
5439	5574	4
5438	5574	7
5438	5494	8
5438	5483	8
5447	5461	1
5447	5561	8
5447	5577	9
5447	5573	8
5447	5495	8
5447	5470	8
5447	5471	7
5447	5553	9
5447	5494	7
5447	5490	6
5447	5486	3
5447	5479	9
5447	5485	7
5438	5560	9
5438	5540	9
5437	5491	10
5437	5515	10
5437	5475	10
5437	5499	10
5437	5474	10
5437	5467	10
5437	5530	10
5437	5458	10
5437	5476	10
5437	5535	10
5437	5544	10
5437	5484	10
5437	5473	10
5437	5459	10
5439	5488	9
5450	5496	6
5441	5577	8
5441	5507	9
5441	5506	8
5441	5531	10
5441	5527	4
5441	5497	9
5441	5559	8
5441	5501	7
5441	5513	9
5441	5514	1
5441	5518	6
5441	5578	7
5441	5517	1
5441	5498	7
5441	5512	10
5441	5554	10
5441	5455	10
5441	5461	10
5441	5454	10
5441	5467	10
5441	5462	10
5441	5474	10
5441	5515	10
5441	5530	10
5441	5476	10
5441	5535	10
5441	5491	10
5441	5499	10
5441	5484	10
5441	5544	10
5441	5473	10
5441	5459	10
5441	5475	10
5441	5458	10
5441	5529	1
5441	5538	6
5437	5537	10
5438	5572	4
5437	5453	10
5439	5496	2
5439	5483	3
5449	5472	5
5449	5574	5
5449	5585	6
5437	5578	6
5437	5572	8
5450	5570	6
5450	5569	4
5450	5571	10
5450	5547	5
5450	5563	8
5450	5548	8
5450	5490	1
5445	5550	8
5445	5576	9
5447	5583	9
5447	5507	8
5447	5531	10
5447	5518	9
5447	5527	7
5447	5526	7
5447	5559	5
5447	5514	4
5447	5578	8
5447	5516	5
5447	5517	1
5447	5469	8
5447	5585	8
5447	5483	5
5447	5496	7
5447	5546	6
5449	5479	5
5437	5576	8
5437	5456	7
5437	5577	7
5438	5456	9
5437	5508	10
5437	5483	4
5437	5452	8
5450	5509	10
5450	5550	10
5450	5551	7
5450	5552	9
5450	5556	9
5450	5558	6
5450	5583	10
0	329	10
0	331	10
0	334	6
0	335	10
0	336	10
0	337	10
0	338	10
0	339	10
0	340	7
0	342	10
0	343	9
0	344	10
0	345	6
0	346	7
0	351	7
0	352	7
0	353	10
0	354	6
0	356	4
0	359	6
0	360	2
0	362	8
0	363	9
0	364	6
0	366	8
0	367	7
0	369	7
0	371	4
0	372	1
0	375	3
0	376	10
0	377	6
0	378	5
0	379	4
0	381	9
0	383	10
0	384	5
0	385	8
0	387	1
0	388	5
0	390	1
0	391	2
0	393	6
0	394	1
0	395	5
0	396	2
0	397	7
0	398	4
0	399	1
0	401	6
1	1011	6
1	345	10
1	346	6
1	371	1
1	372	3
1	375	6
1	380	5
1	387	8
1	392	10
2	344	9
2	359	7
4	326	9
4	331	10
5	1128	8
5	346	9
5	351	7
5	1155	6
5	359	9
7	326	6
8	342	10
8	354	10
8	363	10
8	377	8
9	1166	10
10	371	7
10	372	4
10	375	8
10	380	8
10	387	5
10	393	4
10	394	8
11	340	9
11	342	10
11	344	8
11	345	1
11	352	7
11	354	10
11	355	9
11	357	6
11	359	8
11	360	3
11	364	10
11	368	7
11	371	2
11	375	6
11	378	6
11	379	8
11	380	2
11	1222	9
11	383	8
12	340	7
12	345	6
12	359	2
12	364	5
12	368	2
12	401	6
13	1237	10
13	340	6
13	344	10
13	345	2
13	352	6
13	353	8
13	357	1
13	362	8
13	363	10
14	327	5
14	334	5
14	340	3
14	346	6
14	1221	5
14	356	5
14	357	7
14	363	5
14	365	5
14	366	5
14	367	7
14	368	7
14	369	5
15	346	9
15	359	9
16	1237	10
16	354	5
16	361	8
16	396	5
16	397	6
16	398	5
16	399	2
18	371	1
18	372	1
18	375	1
18	380	1
18	381	1
18	387	1
18	1012	10
20	374	1
20	385	1
20	386	10
21	375	1
21	381	1
21	388	7
21	390	4
21	391	1
21	392	1
21	394	1
21	405	10
21	1295	8
0	400	3
0	386	8
0	374	8
5	340	7
5	388	7
19	402	7
19	397	7
16	406	8
16	408	6
16	377	7
16	395	10
0	407	7
0	406	5
0	402	4
0	408	3
0	412	9
0	403	8
4	411	10
4	402	4
4	396	4
4	378	6
4	395	4
4	399	4
4	379	4
4	377	5
4	407	5
4	406	6
4	354	5
4	384	5
4	361	5
4	398	5
4	408	5
4	355	5
4	397	5
4	390	2
0	413	7
3	381	10
0	392	1
0	405	6
0	410	6
0	380	7
22	387	4
22	372	1
22	392	1
22	381	2
22	391	1
22	390	2
22	393	2
22	388	1
22	380	1
22	371	1
22	410	8
22	401	4
22	394	2
22	375	1
22	405	2
22	1012	2
22	400	2
22	366	7
22	378	5
22	385	1
1	388	7
1	390	6
1	400	4
1	394	7
4	376	7
0	415	4
0	355	9
8	396	1
8	355	6
8	416	7
8	407	1
8	406	1
16	417	7
16	416	10
16	415	2
16	384	5
5	364	7
0	370	6
4	394	5
23	380	6
23	381	10
23	371	2
15	380	6
0	419	7
0	420	6
5	345	7
24	334	6
5	370	8
5	369	6
5	414	8
5	386	8
5	385	10
5	352	7
5	368	5
5	360	1
14	381	10
14	392	5
14	387	2
14	372	8
14	410	9
14	405	5
14	375	5
14	400	6
14	388	3
14	391	3
14	390	2
16	402	8
16	411	7
16	379	5
16	407	5
16	378	4
11	361	8
0	423	8
0	424	10
0	425	7
0	416	8
0	426	10
0	427	9
5	421	10
5	422	4
0	428	9
0	429	9
8	360	1
8	346	8
8	364	6
8	359	8
8	345	4
8	383	10
8	430	10
8	425	10
8	432	7
8	392	1
8	388	1
8	390	1
8	393	8
8	387	1
8	371	1
8	410	10
8	401	10
8	375	1
8	400	10
8	405	8
8	433	10
5	428	8
5	429	7
0	432	6
0	435	8
13	427	8
13	368	4
13	359	6
13	420	1
13	360	1
13	374	9
13	414	8
13	385	9
13	393	10
13	405	10
13	371	1
13	381	8
13	410	9
26	435	6
5	390	5
25	327	6
0	433	4
0	328	10
14	428	10
14	1276	10
14	430	8
14	432	7
11	425	8
0	421	8
0	437	7
0	422	7
0	438	9
0	431	8
0	439	8
1	433	3
1	401	4
1	405	2
1	1012	5
1	1013	4
5	391	1
5	1013	2
0	440	10
5	392	2
5	1012	1
5	401	1
